,Year,Respondent_ID,Agency_Code,Loan_Type,Property_Type,Loan_Purpose,Occupancy,Amount,Action_Type,State_Code,County_Code,Income,Purchaser_Type ,Denial_Reason_1,Property_Location,USPS_Code,GDP,Real_State_Growth_%,Rate,PMT,IncRat,Unemployemnt,AmorTerm
12126,2017,451965.0,9,1,1,1,1,1028.0,1,6,75,200,0,,California,CA,,2.6,3.989807692307693,4901.790637676449,294.1074382605869,4.8,360
12127,2017,451965.0,9,1,1,1,1,349.0,1,48,85,95,3,,Texas,TX,,1.1,3.989807692307693,1664.1293118181718,210.20580780861115,4.3,360
12128,2017,451965.0,9,1,1,1,1,532.0,1,53,33,212,0,,Washington,WA,491.7,3.1,3.989807692307693,2536.7243377858663,143.5881700633509,4.8,360
12131,2017,451965.0,9,1,1,1,1,605.0,1,25,17,213,0,,Massachusetts,MA,528.0,2.1,3.989807692307693,2884.8086924068593,162.52443337503433,3.7,360
12133,2017,451965.0,9,1,1,1,2,425.0,1,36,47,252,0,,New York,NY,,1.3,3.989807692307693,2026.5185029304382,96.50088109192563,4.7,360
12134,2017,451965.0,9,1,1,1,1,1200.0,1,13,121,1050,0,,Georgia,GA,548.4,2.7,3.989807692307693,5721.9345965094735,65.39353824582255,4.7,360
12135,2017,451965.0,9,1,1,1,1,275.0,1,34,3,208,3,,New Jersey,NJ,600.2,1.6,3.989807692307693,1311.2766783667541,75.65057759808198,4.6,360
12136,2017,451965.0,9,1,1,1,1,88.0,1,37,71,32,1,,North Carolina,NC,537.0,1.9,3.989807692307693,419.6085370773613,157.3532014040105,4.6,360
12139,2017,451965.0,9,1,1,1,1,1480.0,1,6,81,314,0,,California,CA,,2.6,3.989807692307693,7057.05266902835,269.69628034503245,4.8,360
12140,2017,451965.0,9,1,1,1,1,687.0,1,8,77,306,0,,Colorado,CO,335.0,2.1,3.989807692307693,3275.807556501673,128.46304143143814,2.8,360
12141,2017,451965.0,9,1,1,1,1,752.0,1,34,3,209,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,3585.7456804792696,205.88013476435995,4.6,360
12143,2017,451965.0,9,1,1,1,1,156.0,1,20,173,141,1,,Kansas,KS,156.4,1.0,3.989807692307693,743.8514975462315,63.306510429466506,3.6,360
12144,2017,451965.0,9,1,1,1,1,426.0,1,36,61,159,0,,New York,NY,,1.3,3.989807692307693,2031.2867817608628,153.30466277440473,4.7,360
12145,2017,451965.0,9,1,1,1,1,350.0,1,53,35,129,3,,Washington,WA,491.7,3.1,3.989807692307693,1668.8975906485962,155.246287502195,4.8,360
12146,2017,451965.0,9,1,1,1,1,522.0,1,34,39,153,3,,New Jersey,NJ,600.2,1.6,3.989807692307693,2489.0415494816207,195.218945057382,4.6,360
12147,2017,451965.0,9,1,1,1,1,531.0,1,6,73,156,1,,California,CA,,2.6,3.989807692307693,2531.956058955442,194.76585068888016,4.8,360
12148,2017,451965.0,9,1,1,1,1,223.0,1,37,179,69,1,,North Carolina,NC,537.0,1.9,3.989807692307693,1063.3261791846771,184.92629203211777,4.6,360
12149,2017,451965.0,9,1,1,1,1,2202.0,1,36,61,879,0,,New York,NY,,1.3,3.989807692307693,10499.749984594882,143.34129671801887,4.7,360
12150,2017,451965.0,9,1,1,1,1,600.0,1,6,73,174,0,,California,CA,,2.6,3.989807692307693,2860.9672982547368,197.30808953480943,4.8,360
12152,2017,451965.0,9,1,1,1,1,372.0,1,48,39,123,1,,Texas,TX,,1.1,3.989807692307693,1773.7997249179366,173.0536316993109,4.3,360
12153,2017,451965.0,9,1,1,1,1,440.0,1,6,59,126,0,,California,CA,,2.6,3.989807692307693,2098.0426853868066,199.81358908445776,4.8,360
12157,2017,451965.0,9,1,1,1,1,404.0,1,25,27,107,3,,Massachusetts,MA,528.0,2.1,3.989807692307693,1926.3846474915226,216.04313803643245,3.7,360
12158,2017,451965.0,9,1,1,1,1,950.0,1,34,17,444,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,4529.864888903332,122.42878078117114,4.6,360
12160,2017,451965.0,9,1,1,1,1,413.0,1,45,91,160,3,,South Carolina,SC,217.8,2.1,3.989807692307693,1969.2991569653434,147.69743677240075,4.3,360
12161,2017,451965.0,9,1,1,1,1,372.0,1,37,183,160,1,,North Carolina,NC,537.0,1.9,3.989807692307693,1773.7997249179366,133.03497936884523,4.6,360
12163,2017,451965.0,9,1,1,1,1,267.0,1,46,99,61,1,,South Dakota,SD,49.5,1.9,3.989807692307693,1273.1304477233577,250.45189135541466,3.3,360
12165,2017,451965.0,9,1,1,1,2,144.0,1,51,760,838,1,,Virginia,VA,509.6,1.2,3.989807692307693,686.6321515811368,9.832441311424393,3.8,360
12166,2017,451965.0,9,1,1,1,1,425.0,1,6,37,200,0,,California,CA,,2.6,3.989807692307693,2026.5185029304382,121.59111017582629,4.8,360
12167,2017,451965.0,9,1,1,1,1,827.0,1,48,201,346,0,,Texas,TX,,1.1,3.989807692307693,3943.3665927611114,136.76415928651255,4.3,360
12168,2017,451965.0,9,1,1,1,1,418.0,1,9,7,167,0,,Connecticut,CT,271.7,1.5,3.989807692307693,1993.1405511174664,143.21968031981794,4.7,360
12170,2017,451965.0,9,1,1,1,1,424.0,2,42,29,215,0,,Pennsylvania,PA,746.0,1.5,3.989807692307693,2021.7502241000138,112.84187297302402,4.9,360
12171,2017,451965.0,9,1,1,1,1,449.0,1,17,31,176,0,,Illinois,IL,815.5,1.4,3.989807692307693,2140.957194860628,145.97435419504282,5.0,360
12172,2017,451965.0,9,1,1,1,1,295.0,1,24,510,84,1,,Maryland,MD,391.4,1.6,3.989807692307693,1406.6422549752454,200.94889356789218,4.1,360
12173,2017,451965.0,9,1,1,1,1,1440.0,1,42,91,383,0,,Pennsylvania,PA,746.0,1.5,3.989807692307693,6866.321515811368,215.13278900714468,4.9,360
12174,2017,451965.0,9,1,1,1,1,180.0,1,42,41,127,3,,Pennsylvania,PA,746.0,1.5,3.989807692307693,858.290189476421,81.09828561981931,4.9,360
12175,2017,451965.0,9,1,1,1,1,68.0,3,31,43,21,0,9.0,Nebraska,NE,118.2,1.6,3.989807692307693,324.24296046887014,185.28169169649723,2.9,360
12176,2017,451965.0,9,1,1,1,1,591.0,1,36,59,188,0,,New York,NY,,1.3,3.989807692307693,2818.0527887809153,179.8757099221861,4.7,360
12177,2017,451965.0,9,1,1,1,1,400.0,1,53,53,197,3,,Washington,WA,491.7,3.1,3.989807692307693,1907.3115321698242,116.18141312709588,4.8,360
12179,2017,451965.0,9,1,1,1,1,535.0,1,53,33,144,3,,Washington,WA,491.7,3.1,3.989807692307693,2551.02917427714,212.585764523095,4.8,360
12180,2017,451965.0,9,1,1,1,1,3000.0,1,36,61,3186,0,,New York,NY,,1.3,3.989807692307693,14304.836491273683,53.87885684095549,4.7,360
12181,2017,451965.0,9,1,1,1,1,216.0,1,47,65,146,3,,Tennessee,TN,341.3,2.1,3.989807692307693,1029.9482273717051,84.65327896205795,3.7,360
12182,2017,451965.0,9,1,1,1,1,546.0,2,6,75,185,0,,California,CA,,2.6,3.989807692307693,2603.4802414118103,168.87439403752285,4.8,360
12185,2017,451965.0,9,1,1,1,1,335.0,1,48,85,110,1,,Texas,TX,,1.1,3.989807692307693,1597.3734081922278,174.25891725733396,4.3,360
12186,2017,451965.0,9,1,1,1,1,455.0,3,6,37,115,0,9.0,California,CA,,2.6,3.989807692307693,2169.566867843175,226.38958620972258,4.8,360
12189,2017,451965.0,9,1,1,1,2,198.0,1,47,47,173,3,,Tennessee,TN,341.3,2.1,3.989807692307693,944.119208424063,65.48803757854772,3.7,360
12191,2017,451965.0,9,1,1,1,2,122.0,1,48,61,150,3,,Texas,TX,,1.1,3.989807692307693,581.7300173117964,46.53840138494371,4.3,360
12192,2017,451965.0,9,1,1,1,1,152.0,1,42,101,55,1,,Pennsylvania,PA,746.0,1.5,3.989807692307693,724.7783822245333,158.13346521262545,4.9,360
12193,2017,451965.0,9,1,1,1,1,361.0,1,24,35,67,1,,Maryland,MD,391.4,1.6,3.989807692307693,1721.3486577832666,308.3012521402866,4.1,360
12194,2017,451965.0,9,1,1,1,1,404.0,1,37,179,101,1,,North Carolina,NC,537.0,1.9,3.989807692307693,1926.3846474915226,228.87738386037896,4.6,360
12195,2017,451965.0,9,1,1,1,1,94.0,1,35,13,35,3,,New Mexico,NM,94.8,0.6,3.989807692307693,448.2182100599087,153.674814877683,6.2,360
12196,2017,451965.0,9,1,1,1,1,1000.0,1,27,53,900,0,,Minnesota,MN,345.3,1.7,3.989807692307693,4768.2788304245605,63.57705107232747,3.5,360
12197,2017,451965.0,9,1,1,1,1,581.0,1,6,59,154,0,,California,CA,,2.6,3.989807692307693,2770.3700004766697,215.8729870501301,4.8,360
12199,2017,451965.0,9,1,1,1,1,204.0,1,20,55,54,1,,Kansas,KS,156.4,1.0,3.989807692307693,972.7288814066104,216.16197364591343,3.6,360
12201,2017,451965.0,9,1,1,1,1,252.0,1,42,107,176,3,,Pennsylvania,PA,746.0,1.5,3.989807692307693,1201.6062652669893,81.92769990456746,4.9,360
12202,2017,451965.0,9,1,1,1,1,1050.0,1,34,13,348,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,5006.692771945789,172.64457834295825,4.6,360
12204,2017,451965.0,9,1,1,1,1,636.0,1,6,85,147,3,,California,CA,,2.6,3.989807692307693,3032.6253361500203,247.5612519306139,4.8,360
12205,2017,451965.0,9,1,1,1,1,335.0,1,42,3,276,1,,Pennsylvania,PA,746.0,1.5,3.989807692307693,1597.3734081922278,69.45101774748817,4.9,360
12208,2017,451965.0,9,1,1,1,1,391.0,1,48,85,88,1,,Texas,TX,,1.1,3.989807692307693,1864.3970226960032,254.2359576403641,4.3,360
12209,2017,451965.0,9,1,1,1,1,517.0,3,51,53,179,0,4.0,Virginia,VA,509.6,1.2,3.989807692307693,2465.200155329498,165.26481488242447,3.8,360
12210,2017,451965.0,9,1,1,1,2,115.0,1,18,173,86,3,,Indiana,IN,352.3,1.8,3.989807692307693,548.3520654988245,76.51424169751039,3.5,360
12213,2017,451965.0,9,1,1,1,2,454.0,1,32,3,367,0,,Nevada,NV,153.7,2.3,3.989807692307693,2164.7985890127507,70.78360509033517,5.0,360
12216,2017,451965.0,9,1,1,1,1,245.0,1,36,29,104,1,,New York,NY,,1.3,3.989807692307693,1168.2283134540176,134.79557462930973,4.7,360
12217,2017,451965.0,9,1,1,1,1,1161.0,1,6,1,264,0,,California,CA,,2.6,3.989807692307693,5535.971722122915,251.6350782783143,4.8,360
12220,2017,451965.0,9,1,1,1,1,417.0,1,37,183,140,1,,North Carolina,NC,537.0,1.9,3.989807692307693,1988.3722722870418,170.43190905317502,4.6,360
12223,2017,451965.0,9,1,1,1,1,128.0,1,27,137,91,1,,Minnesota,MN,345.3,1.7,3.989807692307693,610.3396902943438,80.48435476408929,3.5,360
12226,2017,451965.0,9,1,1,1,1,591.0,1,36,85,171,0,,New York,NY,,1.3,3.989807692307693,2818.0527887809153,197.75809044076598,4.7,360
12227,2017,451965.0,9,1,1,1,1,455.0,1,34,35,98,3,,New Jersey,NJ,600.2,1.6,3.989807692307693,2169.566867843175,265.6612491236541,4.6,360
12228,2017,451965.0,9,1,1,1,1,1348.0,1,24,31,452,0,,Maryland,MD,391.4,1.6,3.989807692307693,6427.639863412308,170.64530610829138,4.1,360
12230,2017,451965.0,9,1,1,1,1,652.0,1,9,1,272,0,,Connecticut,CT,271.7,1.5,3.989807692307693,3108.917797436814,137.15813812221236,4.7,360
12231,2017,451965.0,9,1,1,1,1,544.0,1,53,61,112,1,,Washington,WA,491.7,3.1,3.989807692307693,2593.943683750961,277.9225375447458,4.8,360
12234,2017,451965.0,9,1,1,1,2,198.0,1,48,85,241,1,,Texas,TX,,1.1,3.989807692307693,944.119208424063,47.01008506675833,4.3,360
12235,2017,451965.0,9,1,1,1,1,76.0,1,55,79,34,1,,Wisconsin,WI,319.1,1.5,3.989807692307693,362.38919111226664,127.90206745138822,3.3,360
12236,2017,451965.0,9,1,1,1,1,266.0,1,51,87,45,1,,Virginia,VA,509.6,1.2,3.989807692307693,1268.3621688929331,338.2299117047822,3.8,360
12237,2017,451965.0,9,1,1,1,1,340.0,1,26,163,100,1,,Michigan,MI,504.9,2.0,3.989807692307693,1621.2148023443508,194.54577628132208,4.6,360
12238,2017,451965.0,9,1,1,1,1,277.0,1,48,201,122,1,,Texas,TX,,1.1,3.989807692307693,1320.8132360276034,129.9160560027151,4.3,360
12239,2017,451965.0,9,1,1,1,1,427.0,3,36,81,154,0,9.0,New York,NY,,1.3,3.989807692307693,2036.0550605912874,158.6536410850354,4.7,360
12240,2017,451965.0,9,1,1,1,1,285.0,1,36,61,271,1,,New York,NY,,1.3,3.989807692307693,1358.9594666709997,60.17532693746124,4.7,360
12243,2017,451965.0,9,1,1,1,1,505.0,1,48,85,187,0,,Texas,TX,,1.1,3.989807692307693,2407.9808093644033,154.52283268648577,4.3,360
12247,2017,451965.0,9,1,1,1,1,408.0,1,48,121,135,3,,Texas,TX,,1.1,3.989807692307693,1945.4577628132208,172.92957891673075,4.3,360
12248,2017,451965.0,9,1,1,1,1,293.0,1,51,41,175,1,,Virginia,VA,509.6,1.2,3.989807692307693,1397.1056973143964,95.80153353013003,3.8,360
12249,2017,451965.0,9,1,1,1,1,327.0,1,12,57,80,3,,Florida,FL,968.0,2.7,3.989807692307693,1559.2271775488314,233.8840766323247,4.2,360
12251,2017,451965.0,9,1,1,1,1,283.0,1,12,95,102,3,,Florida,FL,968.0,2.7,3.989807692307693,1349.4229090101508,158.7556363541354,4.2,360
12254,2017,451965.0,9,1,1,1,1,417.0,1,6,59,98,1,,California,CA,,2.6,3.989807692307693,1988.3722722870418,243.47415579025002,4.8,360
12255,2017,451965.0,9,1,1,1,1,485.0,1,6,85,155,0,,California,CA,,2.6,3.989807692307693,2312.615232755912,179.04117931013513,4.8,360
12256,2017,451965.0,9,1,1,1,1,425.0,1,51,510,282,0,,Virginia,VA,509.6,1.2,3.989807692307693,2026.5185029304382,86.23482991193355,3.8,360
12259,2017,451965.0,9,1,1,1,1,975.0,1,36,61,229,0,,New York,NY,,1.3,3.989807692307693,4649.071859663946,243.61948609592733,4.7,360
12260,2017,451965.0,9,1,1,1,1,750.0,1,6,73,267,0,,California,CA,,2.6,3.989807692307693,3576.209122818421,160.7284999019515,4.8,360
12261,2017,451965.0,9,1,1,1,1,1985.0,1,27,53,908,0,,Minnesota,MN,345.3,1.7,3.989807692307693,9465.033478392754,125.08854817259144,3.5,360
12263,2017,451965.0,9,1,1,1,1,203.0,1,34,23,114,3,,New Jersey,NJ,600.2,1.6,3.989807692307693,967.9606025761858,101.89058974486166,4.6,360
12264,2017,451965.0,9,1,1,1,1,631.0,1,36,119,178,3,,New York,NY,,1.3,3.989807692307693,3008.7839419978977,202.83936687626277,4.7,360
12265,2017,451965.0,9,1,1,1,1,240.0,1,26,99,124,1,,Michigan,MI,504.9,2.0,3.989807692307693,1144.3869193018945,110.74712122276398,4.6,360
12267,2017,451965.0,9,1,1,1,1,1933.0,1,36,61,899,0,,New York,NY,,1.3,3.989807692307693,9217.082979210676,123.03114099057632,4.7,360
12268,2017,451965.0,9,1,1,1,1,767.0,1,34,3,378,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,3657.2698629356382,116.10380517255994,4.6,360
12270,2017,451965.0,9,1,1,1,1,480.0,1,36,119,175,0,,New York,NY,,1.3,3.989807692307693,2288.773838603789,156.9444917899741,4.7,360
12272,2017,451965.0,9,1,1,1,2,150.0,3,36,27,133,0,1.0,New York,NY,,1.3,3.989807692307693,715.2418245636842,64.53309695311437,4.7,360
12273,2017,451965.0,9,1,1,1,1,424.0,1,9,3,118,0,,Connecticut,CT,271.7,1.5,3.989807692307693,2021.7502241000138,205.60171770508614,4.7,360
12274,2017,451965.0,9,1,1,1,1,444.0,1,34,25,182,3,,New Jersey,NJ,600.2,1.6,3.989807692307693,2117.115800708505,139.59005279396737,4.6,360
12276,2017,451965.0,9,1,1,1,1,180.0,1,37,183,73,1,,North Carolina,NC,537.0,1.9,3.989807692307693,858.290189476421,141.08879827009662,4.6,360
12277,2017,451965.0,9,1,1,1,1,338.0,1,26,163,172,1,,Michigan,MI,504.9,2.0,3.989807692307693,1611.6782446835014,112.44266823373265,4.6,360
12278,2017,451965.0,9,1,1,1,1,770.0,1,36,59,181,0,,New York,NY,,1.3,3.989807692307693,3671.5746994269116,243.419317089077,4.7,360
12279,2017,451965.0,9,1,1,1,1,476.0,1,6,1,165,0,,California,CA,,2.6,3.989807692307693,2269.700723282091,165.0691435114248,4.8,360
12281,2017,451965.0,9,1,1,1,1,127.0,1,27,109,45,1,,Minnesota,MN,345.3,1.7,3.989807692307693,605.5714114639192,161.48570972371178,3.5,360
12282,2017,451965.0,9,1,1,1,1,601.0,1,9,1,250,0,,Connecticut,CT,271.7,1.5,3.989807692307693,2865.735577085161,137.55530770008772,4.7,360
12283,2017,451965.0,9,1,1,1,1,548.0,1,19,113,266,0,,Iowa,IA,183.3,1.4,3.989807692307693,2613.016799072659,117.8804571010222,3.1,360
12284,2017,451965.0,9,1,1,1,1,425.0,1,47,37,122,0,,Tennessee,TN,341.3,2.1,3.989807692307693,2026.5185029304382,199.32968881283,3.7,360
12285,2017,451965.0,9,1,1,1,1,424.0,3,26,125,212,0,4.0,Michigan,MI,504.9,2.0,3.989807692307693,2021.7502241000138,114.43869193018945,4.6,360
12286,2017,451965.0,9,1,1,1,1,56.0,3,27,123,41,0,5.0,Minnesota,MN,345.3,1.7,3.989807692307693,267.0236145037754,78.15325302549523,3.5,360
12287,2017,451965.0,9,1,1,1,1,800.0,1,34,39,232,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,3814.6230643396484,197.30808953480943,4.6,360
12288,2017,451965.0,9,1,1,1,1,145.0,1,32,3,33,1,,Nevada,NV,153.7,2.3,3.989807692307693,691.4004304115614,251.41833833147686,5.0,360
12291,2017,451965.0,9,1,1,1,1,468.0,1,37,119,109,0,,North Carolina,NC,537.0,1.9,3.989807692307693,2231.5544926386942,245.6757239602232,4.6,360
12292,2017,451965.0,9,1,1,1,1,208.0,1,17,179,128,3,,Illinois,IL,815.5,1.4,3.989807692307693,991.8019967283087,92.98143719327895,5.0,360
12293,2017,451965.0,9,1,1,1,1,225.0,1,9,3,133,1,,Connecticut,CT,271.7,1.5,3.989807692307693,1072.8627368455261,96.79964542967153,4.7,360
12294,2017,451965.0,9,1,1,1,1,176.0,1,36,59,85,1,,New York,NY,,1.3,3.989807692307693,839.2170741547226,118.47770458654908,4.7,360
12297,2017,451965.0,9,1,1,1,1,126.0,3,12,95,61,0,4.0,Florida,FL,968.0,2.7,3.989807692307693,600.8031326334947,118.19078019019568,4.2,360
12298,2017,451965.0,9,1,1,1,1,233.0,1,39,61,244,0,,Ohio,OH,646.5,1.9,3.989807692307693,1111.0089674889227,54.63978528634046,5.0,360
12300,2017,451965.0,9,1,1,1,1,500.0,1,6,85,102,1,,California,CA,,2.6,3.989807692307693,2384.1394152122803,280.48699002497415,4.8,360
12302,2017,451965.0,9,1,1,1,1,90.0,1,19,153,70,3,,Iowa,IA,183.3,1.4,3.989807692307693,429.1450947382105,73.56773052655038,3.1,360
12303,2017,451965.0,9,1,1,1,1,290.0,1,26,161,135,1,,Michigan,MI,504.9,2.0,3.989807692307693,1382.8008608231228,122.91563207316646,4.6,360
12305,2017,451965.0,9,1,1,1,1,281.0,1,37,183,80,3,,North Carolina,NC,537.0,1.9,3.989807692307693,1339.8863513493015,200.9829527023952,4.6,360
12306,2017,451965.0,9,1,1,1,1,386.0,1,6,67,141,3,,California,CA,,2.6,3.989807692307693,1840.5556285438804,156.64303221650047,4.8,360
12307,2017,451965.0,9,1,1,1,1,183.0,1,42,91,52,1,,Pennsylvania,PA,746.0,1.5,3.989807692307693,872.5950259676946,201.36808291562184,4.9,360
12310,2017,451965.0,9,1,1,1,1,423.0,1,6,59,116,1,,California,CA,,2.6,3.989807692307693,2016.9819452695892,208.65330468306098,4.8,360
12311,2017,451965.0,9,1,1,1,2,300.0,3,6,59,37,0,1.0,California,CA,,2.6,3.989807692307693,1430.4836491273684,463.94064296022754,4.8,360
12313,2017,451965.0,9,1,1,1,1,288.0,1,12,101,122,1,,Florida,FL,968.0,2.7,3.989807692307693,1373.2643031622736,135.07517736022365,4.2,360
12317,2017,451965.0,9,1,1,1,2,41.0,1,42,111,59,3,,Pennsylvania,PA,746.0,1.5,3.989807692307693,195.499432047407,39.76259634862515,4.9,360
12318,2017,451965.0,9,1,1,1,1,105.0,1,40,143,58,3,,Oklahoma,OK,183.0,-0.4,3.989807692307693,500.66927719457885,103.58674700577494,4.3,360
12319,2017,451965.0,9,1,1,1,1,287.0,1,12,9,141,1,,Florida,FL,968.0,2.7,3.989807692307693,1368.496024331849,116.46774675164671,4.2,360
12320,2017,451965.0,9,1,1,1,1,291.0,1,10,3,88,0,,Delaware,DE,72.4,1.0,3.989807692307693,1387.5691396535472,189.2139735891201,4.6,360
12321,2017,451965.0,9,1,1,1,1,326.0,1,37,63,159,1,,North Carolina,NC,537.0,1.9,3.989807692307693,1554.458898718407,117.31765273346468,4.6,360
12322,2017,451965.0,9,1,1,1,1,600.0,1,17,31,337,0,,Illinois,IL,815.5,1.4,3.989807692307693,2860.9672982547368,101.87420646604404,5.0,360
12324,2017,451965.0,9,1,1,1,1,1100.0,1,24,31,1208,0,,Maryland,MD,391.4,1.6,3.989807692307693,5245.106713467017,52.10370907417566,4.1,360
12326,2017,451965.0,9,1,1,1,1,900.0,1,6,1,253,0,,California,CA,,2.6,3.989807692307693,4291.4509473821045,203.54708050824212,4.8,360
12327,2017,451965.0,9,1,1,1,1,1148.0,1,36,47,325,0,,New York,NY,,1.3,3.989807692307693,5473.984097327396,202.11633590131925,4.7,360
12328,2017,451965.0,9,1,1,1,1,350.0,1,6,59,94,3,,California,CA,,2.6,3.989807692307693,1668.8975906485962,213.05075625301228,4.8,360
12329,2017,451965.0,9,1,1,1,1,412.0,1,24,33,130,1,,Maryland,MD,391.4,1.6,3.989807692307693,1964.530878134919,181.34131182783867,4.1,360
12330,2017,451965.0,9,1,1,1,1,2000.0,1,36,61,787,0,,New York,NY,,1.3,3.989807692307693,9536.557660849121,145.41129851358255,4.7,360
12332,2017,451965.0,9,1,1,1,1,110.0,1,47,9,38,1,,Tennessee,TN,341.3,2.1,3.989807692307693,524.5106713467017,165.63494884632684,3.7,360
12333,2017,451965.0,9,1,1,1,1,171.0,1,17,31,85,1,,Illinois,IL,815.5,1.4,3.989807692307693,815.3756800025999,115.1118607062494,5.0,360
12334,2017,451965.0,9,1,1,1,1,765.0,1,13,121,243,0,,Georgia,GA,548.4,2.7,3.989807692307693,3647.733305274789,180.13497803826118,4.7,360
12335,2017,451965.0,9,1,1,1,2,100.0,1,41,29,50,3,,Oregon,OR,236.8,2.9,3.989807692307693,476.82788304245605,114.43869193018945,4.1,360
12336,2017,451965.0,9,1,1,1,1,500.0,1,36,119,152,3,,New York,NY,,1.3,3.989807692307693,2384.1394152122803,188.22153277991688,4.7,360
12337,2017,451965.0,9,1,1,1,1,543.0,1,39,61,252,0,,Ohio,OH,646.5,1.9,3.989807692307693,2589.1754049205365,123.29406690097792,5.0,360
12339,2017,451965.0,9,1,1,1,1,800.0,1,53,33,527,0,,Washington,WA,491.7,3.1,3.989807692307693,3814.6230643396484,86.86048723354038,4.8,360
12342,2017,451965.0,9,1,1,1,1,559.0,3,53,33,93,0,1.0,Washington,WA,491.7,3.1,3.989807692307693,2665.4678662073297,343.9313375751393,4.8,360
12343,2017,451965.0,9,1,1,1,1,267.0,1,6,67,119,3,,California,CA,,2.6,3.989807692307693,1273.1304477233577,128.38290229143104,4.8,360
12345,2017,451965.0,9,1,1,1,1,153.0,1,36,29,93,1,,New York,NY,,1.3,3.989807692307693,729.5466610549578,94.13505303934939,4.7,360
12346,2017,451965.0,9,1,1,1,1,480.0,1,21,185,170,0,,Kentucky,KY,203.2,1.6,3.989807692307693,2288.773838603789,161.5605062543851,4.9,360
12347,2017,451965.0,9,1,1,1,1,461.0,1,48,113,252,0,,Texas,TX,,1.1,3.989807692307693,2198.1765408257224,104.67507337265344,4.3,360
12349,2017,451965.0,9,1,1,1,1,855.0,1,13,121,600,0,,Georgia,GA,548.4,2.7,3.989807692307693,4076.878400012999,81.53756800025998,4.7,360
12350,2017,451965.0,9,1,1,1,1,297.0,1,36,59,140,1,,New York,NY,,1.3,3.989807692307693,1416.1788126360946,121.38675536880811,4.7,360
12351,2017,451965.0,9,1,1,1,1,1463.0,1,36,61,946,0,,New York,NY,,1.3,3.989807692307693,6975.991928911132,88.49038387625116,4.7,360
12352,2017,451965.0,9,1,1,1,1,224.0,1,37,97,62,1,,North Carolina,NC,537.0,1.9,3.989807692307693,1068.0944580151015,206.72795961582608,4.6,360
12355,2017,451965.0,9,1,1,1,1,55.0,3,16,35,22,0,4.0,Idaho,ID,69.4,2.0,3.989807692307693,262.2553356733508,143.04836491273682,3.2,360
12357,2017,451965.0,9,1,1,1,1,168.0,1,27,3,55,1,,Minnesota,MN,345.3,1.7,3.989807692307693,801.0708435113262,174.7790931297439,3.5,360
12358,2017,451965.0,9,1,1,1,1,338.0,1,42,43,130,3,,Pennsylvania,PA,746.0,1.5,3.989807692307693,1611.6782446835014,148.77029950924626,4.9,360
12360,2017,451965.0,9,1,1,1,1,1286.0,1,51,59,319,0,,Virginia,VA,509.6,1.2,3.989807692307693,6132.006575925985,230.67109376524084,3.8,360
12361,2017,451965.0,9,1,1,1,1,732.0,1,53,33,213,0,,Washington,WA,491.7,3.1,3.989807692307693,3490.3801038707784,196.6411326124382,4.8,360
12364,2017,451965.0,9,1,1,1,1,600.0,1,17,31,284,0,,Illinois,IL,815.5,1.4,3.989807692307693,2860.9672982547368,120.8859421797776,5.0,360
12365,2017,451965.0,9,1,1,1,2,508.0,1,36,119,704,0,,New York,NY,,1.3,3.989807692307693,2422.2856458556766,41.28895987253995,4.7,360
12367,2017,451965.0,9,1,1,1,1,930.0,1,6,85,265,0,,California,CA,,2.6,3.989807692307693,4434.499312294842,200.80751602844566,4.8,360
12368,2017,451965.0,9,1,1,1,1,125.0,3,37,143,52,0,7.0,North Carolina,NC,537.0,1.9,3.989807692307693,596.0348538030701,137.5465047237854,4.6,360
12369,2017,451965.0,9,1,1,1,1,715.0,1,51,13,293,0,,Virginia,VA,509.6,1.2,3.989807692307693,3409.319363753561,139.6308271844462,3.8,360
12370,2017,451965.0,9,1,1,1,1,606.0,1,51,41,159,0,,Virginia,VA,509.6,1.2,3.989807692307693,2889.576971237284,218.0812808480969,3.8,360
12371,2017,451965.0,9,1,1,1,1,390.0,1,36,85,125,3,,New York,NY,,1.3,3.989807692307693,1859.6287438655786,178.52435941109556,4.7,360
12372,2017,451965.0,9,1,1,1,1,50.0,1,37,183,87,1,,North Carolina,NC,537.0,1.9,3.989807692307693,238.41394152122803,32.8846815891349,4.6,360
12374,2017,451965.0,9,1,1,1,1,383.0,3,6,37,221,0,1.0,California,CA,,2.6,3.989807692307693,1826.2507920526068,99.16293893498317,4.8,360
12375,2017,451965.0,9,1,1,1,1,340.0,1,51,127,60,1,,Virginia,VA,509.6,1.2,3.989807692307693,1621.2148023443508,324.24296046887014,3.8,360
12377,2017,451965.0,9,1,1,1,1,465.0,1,6,67,97,0,,California,CA,,2.6,3.989807692307693,2217.249656147421,274.29892653370155,4.8,360
12378,2017,451965.0,9,1,1,1,1,424.0,1,48,453,191,3,,Texas,TX,,1.1,3.989807692307693,2021.7502241000138,127.02095648795898,4.3,360
12379,2017,451965.0,9,1,1,1,2,158.0,1,37,179,78,3,,North Carolina,NC,537.0,1.9,3.989807692307693,753.3880552070806,115.90585464724316,4.6,360
